transect,pointID,year,month,day,date,day.of.year,start_time,species_code,species_common_name,TTFD,abundance3.3,abundance6.6,abundance10,vocalization,comments,latitude,longitude,elevation,ecoregion,temperature,sky,wind,sound.quality,observer,observer_code,observer_id,transcriber.comments,transcription.method,max.species.individuals,survey_duration
Pyramid,Pyramid6,2011,6,6,6/6/2011,157,6:31:00 AM,ROWR,Rock Wren,0.36,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,2.3,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2011,6,6,6/6/2011,157,6:31:00 AM,RCKI,Ruby-crowned Kinglet,0.06,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,2.3,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2011,6,6,6/6/2011,157,6:31:00 AM,PISI,Pine Siskin,9.06,0,0,1,Calling,NA,52.912,-118.078,1207,Montane,2.3,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2011,6,6,6/6/2011,157,6:31:00 AM,NOFL,Northern Flicker,1.53,1,1,1,Calling,NA,52.912,-118.078,1207,Montane,2.3,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2011,6,6,6/6/2011,157,6:31:00 AM,CAJA,Canada Jay,3.35,0,1,0,Calling,NA,52.912,-118.078,1207,Montane,2.3,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2011,6,6,6/6/2011,157,6:31:00 AM,CHSP,Chipping Sparrow,0.01,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,2.3,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2011,6,6,6/6/2011,157,6:31:00 AM,CORA,Common Raven,6.25,0,1,1,Calling,NA,52.912,-118.078,1207,Montane,2.3,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2011,6,6,6/6/2011,157,6:31:00 AM,RBNU,Red-breasted Nuthatch,0.01,1,1,0,Calling,NA,52.912,-118.078,1207,Montane,2.3,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2011,6,6,6/6/2011,157,6:31:00 AM,YRWA,Yellow-rumped Warbler,0.28,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,2.3,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,CHSP,Chipping Sparrow,2.05,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,YRWA,Yellow-rumped Warbler,0.04,2,2,2,Singing,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,SWTH,Swainson's Thrush,0.01,3,2,1,Singing,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,RUGR,Ruffed Grouse,2.54,1,0,0,Drumming,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,RBNU,Red-breasted Nuthatch,5.53,0,1,0,Calling,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,DEJU,Dark-eyed Junco,0.23,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,CEDW,Cedar Waxwing,0.08,1,0,0,Calling,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,CAVI,Cassin's Vireo,1.29,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,AMRO,American Robin,2.54,1,0,0,Calling,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2013,6,6,6/6/2013,157,7:18:00 AM,GCKI,Golden-crowned Kinglet,9.5,0,0,1,Calling,NA,52.912,-118.078,1207,Montane,2.5,clear,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,PIWO,Pileated Woodpecker,0,1,1,1,Drumming,var 2 in library,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,YRWA,Yellow-rumped Warbler,2.33,1,1,2,Singing,NA,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,SWTH,Swainson's Thrush,0.14,2,2,2,Singing,NA,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,RCKI,Ruby-crowned Kinglet,1.49,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,RUGR,Ruffed Grouse,6.24,0,1,0,Drumming,NA,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,DEJU,Dark-eyed Junco,1.09,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,CORA,Common Raven,7.46,0,0,1,Calling,NA,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,CHSP,Chipping Sparrow,0.16,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,CAVI,Cassin's Vireo,0.01,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2014,6,12,6/12/2014,163,7:09:00 AM,GCKI,Golden-crowned Kinglet,8.07,0,0,1,Singing,NA,52.912,-118.078,1207,Montane,5.5,overcast,0,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,RUGR,Ruffed Grouse,2.55,1,0,1,Drumming,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,YRWA,Yellow-rumped Warbler,0.05,3,3,3,Singing,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,WTSP,White-throated Sparrow,2.14,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,WETA,Western Tanager,0.26,1,0,1,Singing,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,SWTH,Swainson's Thrush,0.14,2,1,2,Singing,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,PISI,Pine Siskin,3.42,0,1,0,Calling,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,GCKI,Golden-crowned Kinglet,5.22,0,1,0,Calling,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,DEJU,Dark-eyed Junco,0.17,1,0,1,Singing,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,CORA,Common Raven,5.46,0,1,1,Calling,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,CHSP,Chipping Sparrow,0.53,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,AMRO,American Robin,7.5,0,0,1,Calling,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2015,6,2,6/2/2015,153,7:43:00 AM,WAVI,Warbling Vireo,0,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,8.1,clear,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,CANG,Canada Goose,4.24,0,3,0,Calling,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,RECR,Red Crossbill,1.55,1,0,0,Calling,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,WTSP,White-throated Sparrow,2.58,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,YRWA,Yellow-rumped Warbler,0.03,3,3,3,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,WAVI,Warbling Vireo,6.57,0,0,1,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,ATTW,American Three-toed Woodpecker,5.25,0,1,0,Drumming,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,SWTH,Swainson's Thrush,3.25,0,1,2,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,RCKI,Ruby-crowned Kinglet,0,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,RBNU,Red-breasted Nuthatch,0.01,2,1,1,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,CAJA,Canada Jay,0.16,1,0,0,Calling,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,GCKI,Golden-crowned Kinglet,0.01,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,DEJU,Dark-eyed Junco,2.21,1,0,1,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,CORA,Common Raven,2.5,1,1,0,Calling,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,CEDW,Cedar Waxwing,3.05,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2016,6,1,6/1/2016,153,7:37:00 AM,CHSP,Chipping Sparrow,9.01,0,0,1,Singing,NA,52.912,-118.078,1207,Montane,11,overcast,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2017,6,6,6/6/2017,157,7:32:00 AM,CORA,Common Raven,5.03,0,1,0,Calling,NA,52.912,-118.078,1207,Montane,5.1,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2017,6,6,6/6/2017,157,7:32:00 AM,WTSP,White-throated Sparrow,2.04,1,2,0,Singing,NA,52.912,-118.078,1207,Montane,5.1,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2017,6,6,6/6/2017,157,7:32:00 AM,SWTH,Swainson's Thrush,0.46,2,2,1,Singing,NA,52.912,-118.078,1207,Montane,5.1,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2017,6,6,6/6/2017,157,7:32:00 AM,YRWA,Yellow-rumped Warbler,0.04,2,2,1,Singing,NA,52.912,-118.078,1207,Montane,5.1,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2017,6,6,6/6/2017,157,7:32:00 AM,DEJU,Dark-eyed Junco,6.19,0,0,1,Singing,NA,52.912,-118.078,1207,Montane,5.1,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2017,6,6,6/6/2017,157,7:32:00 AM,CHSP,Chipping Sparrow,1.51,1,0,1,Singing,NA,52.912,-118.078,1207,Montane,5.1,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2017,6,6,6/6/2017,157,7:32:00 AM,AMRO,American Robin,0,1,1,2,Singing,NA,52.912,-118.078,1207,Montane,5.1,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2017,6,6,6/6/2017,157,7:32:00 AM,GCKI,Golden-crowned Kinglet,0.43,1,1,0,Calling,NA,52.912,-118.078,1207,Montane,5.1,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2017,6,6,6/6/2017,157,7:32:00 AM,RBNU,Red-breasted Nuthatch,9.17,0,0,1,Calling,NA,52.912,-118.078,1207,Montane,5.1,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2018,6,5,6/5/2018,156,7:12:00 AM,MOCH,Mountain Chickadee,0.59,2,2,1,Calling,NA,52.912,-118.078,1207,Montane,3.4,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2018,6,5,6/5/2018,156,7:12:00 AM,YRWA,Yellow-rumped Warbler,0.03,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,3.4,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2018,6,5,6/5/2018,156,7:12:00 AM,SWTH,Swainson's Thrush,0.14,2,2,2,Singing,NA,52.912,-118.078,1207,Montane,3.4,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2018,6,5,6/5/2018,156,7:12:00 AM,RUGR,Ruffed Grouse,7.02,0,0,1,Calling,NA,52.912,-118.078,1207,Montane,3.4,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2018,6,5,6/5/2018,156,7:12:00 AM,RECR,Red Crossbill,5.5,0,1,0,Calling,NA,52.912,-118.078,1207,Montane,3.4,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2018,6,5,6/5/2018,156,7:12:00 AM,CORA,Common Raven,6.07,0,1,2,Calling,NA,52.912,-118.078,1207,Montane,3.4,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2018,6,5,6/5/2018,156,7:12:00 AM,CHSP,Chipping Sparrow,0.04,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,3.4,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,DEJU,Dark-eyed Junco,1.52,1,1,2,Singing,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,CHSP,Chipping Sparrow,5.33,0,1,1,Singing,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,RECR,Red Crossbill,2.12,1,0,0,Calling,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,CAJA,Canada Jay,0.59,1,0,0,Calling,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,AMRO,American Robin,0.07,1,1,2,Singing,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,WTSP,White-throated Sparrow,0.05,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,YRWA,Yellow-rumped Warbler,1.44,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,PISI,Pine Siskin,5.08,0,1,0,Calling,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,SWTH,Swainson's Thrush,0.43,2,2,3,Singing,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2019,6,11,6/11/2019,162,7:20:00 AM,GCKI,Golden-crowned Kinglet,0.05,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,10.9,broken,0,Good,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2020,6,4,6/4/2020,156,7:29:00 AM,YRWA,Yellow-rumped Warbler,0.1,2,2,2,Singing,NA,52.912,-118.078,1207,Montane,2,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2020,6,4,6/4/2020,156,7:29:00 AM,RBNU,Red-breasted Nuthatch,1.05,2,2,1,Calling,NA,52.912,-118.078,1207,Montane,2,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2020,6,4,6/4/2020,156,7:29:00 AM,CAVI,Cassin's Vireo,0,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,2,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2020,6,4,6/4/2020,156,7:29:00 AM,CHSP,Chipping Sparrow,0.02,1,1,1,Singing,NA,52.912,-118.078,1207,Montane,2,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2020,6,4,6/4/2020,156,7:29:00 AM,AMRO,American Robin,0.09,1,0,1,Calling,NA,52.912,-118.078,1207,Montane,2,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2020,6,4,6/4/2020,156,7:29:00 AM,WETA,Western Tanager,0.1,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,2,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2020,6,4,6/4/2020,156,7:29:00 AM,PISI,Pine Siskin,0.54,1,0,0,Calling,NA,52.912,-118.078,1207,Montane,2,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2020,6,4,6/4/2020,156,7:29:00 AM,SWTH,Swainson's Thrush,0.11,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,2,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2020,6,4,6/4/2020,156,7:29:00 AM,RUGR,Ruffed Grouse,6.3,0,1,0,Drumming,NA,52.912,-118.078,1207,Montane,2,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,AMRO,American Robin,0.25,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,WWCR,White-winged Crossbill,4.45,0,2,0,Calling,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,RUGR,Ruffed Grouse,2.32,1,0,0,Non-vocal,drum  not visible in sono,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,RECR,Red Crossbill,4.08,0,1,0,Calling,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,RBNU,Red-breasted Nuthatch,1.11,1,0,0,Calling,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,RBGR,Rose-breasted Grosbeak,0,2,0,0,Calling and Singing,Sounds pretty good to me  and less buzzy than BHGR. Sings throughout,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,PISI,Pine Siskin,3.34,0,1,1,Calling,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,MOCH,Mountain Chickadee,2.06,1,0,0,Calling,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,CORA,Common Raven,6.41,0,0,2,Calling,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,CHSP,Chipping Sparrow,0.12,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,CAVI,Cassin's Vireo,0.04,1,1,0,Singing,Suspected two earlier on  but here they're both singing together with different volumes.,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,CAJA,Canada Jay,4.55,0,1,0,Calling,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid6,2021,6,2,6/2/2021,153,7:29:00 AM,YRWA,Yellow-rumped Warbler,0.02,1,0,0,Singing,NA,52.912,-118.078,1207,Montane,10.3,scattered,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Pyramid,Pyramid7,2007,6,13,6/13/2007,164,8:09:00 AM,RBNU,Red-breasted Nuthatch,8.47,0,0,1,Calling,NA,52.913,-118.074,1217,Montane,7.4,broken,0,Good,Theresa Hannah,TH,2,NA,0-3.33-6.66-10min,999,10
